step_time,pressure_N_per_mm2,center_u3_mm,center_thetat,min_thetat,max_thetat,max_displacement_magnitude_mm
0,0,0,0,0,0,0
0.09000000357627869,28.80000114440918,-0.07924611121416092,-6.810996273998171e-05,-6.810996273998171e-05,7.482532510039164e-06,0.07924611121416092
0.3400000035762787,108.8000011444092,-0.2981574237346649,-0.0002512589853722602,-0.0002512589853722602,2.541049434512388e-05,0.2981574237346649
0.5899999737739563,188.799991607666,-0.4895190894603729,-0.00042775968904607,-0.00042775968904607,4.135605195187964e-05,0.4895190894603729
0.8399999737739563,268.799991607666,-0.6316031813621521,-0.0006068148650228977,-0.0006068148650228977,5.99693157710135e-05,0.6316031813621521
1,320,-0.6962435841560364,-0.0007274257950484753,-0.0007274257950484753,7.119676592992619e-05,0.6962435841560364
