step,frame,step_time,total_time,pitd_max,num_values
Step-4,15,14.015922546386719,17.01592254638672,0.001381883048452437,27820
Step-4,16,15.265922546386719,18.26592254638672,0.0017945405561476946,27820
Step-4,17,16.51592254638672,19.51592254638672,0.0018311800668016076,27820
Step-4,18,17.76592254638672,20.76592254638672,0.0018311800668016076,27820
Step-4,19,19.01592254638672,22.01592254638672,0.0018964743940159678,27820
Step-4,20,20.26592254638672,23.26592254638672,0.0018964743940159678,27820
Step-4,21,21.51592254638672,24.51592254638672,0.0018964743940159678,27820
Step-4,22,22.76592254638672,25.76592254638672,0.0018964743940159678,27820
Step-4,23,24.01592254638672,27.01592254638672,0.0022218727972358465,27820
Step-4,24,25.26592254638672,28.26592254638672,0.002264055423438549,27820
Step-4,25,26.51592254638672,29.51592254638672,0.002264055423438549,27820
Step-4,26,27.76592254638672,30.76592254638672,0.002345301676541567,27820
Step-4,27,29.01592254638672,32.01592254638672,0.002345301676541567,27820
Step-4,28,30.26592254638672,33.26592254638672,0.002345301676541567,27820
Step-4,29,31.51592254638672,34.51592254638672,0.002345301676541567,27820
Step-4,30,32.76592254638672,35.76592254638672,0.002433608751744032,27820
Step-4,31,34.01592254638672,37.01592254638672,0.002433608751744032,27820
Step-4,32,35.26592254638672,38.26592254638672,0.002433608751744032,27820
Step-4,33,36.51592254638672,39.51592254638672,0.0028041491750627756,27820
Step-4,34,37.76592254638672,40.76592254638672,0.0028478712774813175,27820
Step-4,35,39.01592254638672,42.01592254638672,0.0028478712774813175,27820
Step-4,36,40.26592254638672,43.26592254638672,0.0028478712774813175,27820
Step-4,37,41.51592254638672,44.51592254638672,0.0029303892515599728,27820
Step-4,38,42.76592254638672,45.76592254638672,0.0029303892515599728,27820
Step-4,39,44.01592254638672,47.01592254638672,0.0029303892515599728,27820
Step-4,40,45.26592254638672,48.26592254638672,0.003005099482834339,27820
Step-4,41,46.51592254638672,49.51592254638672,0.0032305533532053232,27820
Step-4,42,47.76592254638672,50.76592254638672,0.003274403279647231,27820
Step-4,43,49.01592254638672,52.01592254638672,0.003274403279647231,27820
Step-4,44,50.26592254638672,53.26592254638672,0.003274403279647231,27820
Step-4,45,51.51592254638672,54.51592254638672,0.003355494001880288,27820
Step-4,46,52.76592254638672,55.76592254638672,0.003355494001880288,27820
Step-4,47,54.01592254638672,57.01592254638672,0.003355494001880288,27820
Step-4,48,55.26592254638672,58.26592254638672,0.003421701490879059,27820
Step-4,49,56.51592254638672,59.51592254638672,0.003421701490879059,27820
Step-4,50,57.76592254638672,60.76592254638672,0.003421701490879059,27820
Step-4,51,59.01592254638672,62.01592254638672,0.003421701490879059,27820
Step-4,52,60.26592254638672,63.26592254638672,0.0038558728992938995,27820
Step-4,53,61.51592254638672,64.51592254638672,0.0038558728992938995,27820
Step-4,54,62.76592254638672,65.76592254638672,0.0038558728992938995,27820
Step-4,55,64.01592254638672,67.01592254638672,0.003931807819753885,27820
Step-4,56,65.26592254638672,68.26592254638672,0.003931807819753885,27820
Step-4,57,66.51592254638672,69.51592254638672,0.003931807819753885,27820
Step-4,58,67.76592254638672,70.76592254638672,0.003988382872194052,27820
Step-4,59,69.01592254638672,72.01592254638672,0.004240219946950674,27820
Step-4,60,70.26592254638672,73.26592254638672,0.004281322006136179,27820
Step-4,61,71.51592254638672,74.51592254638672,0.004281322006136179,27820
Step-4,62,72.76592254638672,75.76592254638672,0.004281322006136179,27820
Step-4,63,74.01592254638672,77.01592254638672,0.004352911841124296,27820
Step-4,64,75.26592254638672,78.26592254638672,0.004352911841124296,27820
Step-4,65,76.51592254638672,79.51592254638672,0.004403416998684406,27820
Step-4,66,77.76592254638672,80.76592254638672,0.004403416998684406,27820
Step-4,67,79.01592254638672,82.01592254638672,0.004403416998684406,27820
Step-4,68,80.26592254638672,83.26592254638672,0.004403416998684406,27820
Step-4,69,81.51592254638672,84.51592254638672,0.004824192728847265,27820
Step-4,70,82.76592254638672,85.76592254638672,0.00486221956089139,27820
Step-4,71,84.01592254638672,87.01592254638672,0.00486221956089139,27820
Step-4,72,85.26592254638672,88.26592254638672,0.004927091766148806,27820
Step-4,73,86.51592254638672,89.51592254638672,0.004927091766148806,27820
Step-4,74,87.76592254638672,90.76592254638672,0.004927091766148806,27820
Step-4,75,89.01592254638672,92.01592254638672,0.004970645997673273,27820
Step-4,76,90.26592254638672,93.26592254638672,0.004970645997673273,27820
Step-4,77,91.51592254638672,94.51592254638672,0.005251771304756403,27820
Step-4,78,92.76592254638672,95.76592254638672,0.005287847016006708,27820
Step-4,79,94.01592254638672,97.01592254638672,0.005287847016006708,27820
Step-4,80,95.26592254638672,98.26592254638672,0.005348839331418276,27820
Step-4,81,96.51592254638672,99.51592254638672,0.005348839331418276,27820
Step-4,82,97.76592254638672,100.76592254638672,0.005348839331418276,27820
Step-4,83,99.01592254638672,102.01592254638672,0.005388698540627956,27820
Step-4,84,100.26592254638672,103.26592254638672,0.005388698540627956,27820
Step-4,85,101.51592254638672,104.51592254638672,0.005388698540627956,27820
Step-4,86,102.76592254638672,105.76592254638672,0.005388698540627956,27820
Step-4,87,104.01592254638672,107.01592254638672,0.005835955496877432,27820
Step-4,88,105.26592254638672,108.26592254638672,0.005869780667126179,27820
Step-4,89,106.51592254638672,109.51592254638672,0.005869780667126179,27820
Step-4,90,107.76592254638672,110.76592254638672,0.005926893092691898,27820
Step-4,91,108.70342254638672,111.70342254638672,0.005926893092691898,27820
Step-4,92,109.95342254638672,112.95342254638672,0.005926893092691898,27820
Step-4,93,111.20342254638672,114.20342254638672,0.005963609088212252,27820
Step-4,94,112.45342254638672,115.45342254638672,0.005963609088212252,27820
Step-4,95,113.70342254638672,116.70342254638672,0.00629596970975399,27820
Step-4,96,114.95342254638672,117.95342254638672,0.00629596970975399,27820
Step-4,97,116.20342254638672,119.20342254638672,0.00629596970975399,27820
Step-4,98,117.45342254638672,120.45342254638672,0.0063507407903671265,27820
Step-4,99,118.70342254638672,121.70342254638672,0.0063507407903671265,27820
Step-4,100,119.95342254638672,122.95342254638672,0.006386104039847851,27820
Step-4,101,121.20342254638672,124.20342254638672,0.006386104039847851,27820
Step-4,102,122.45342254638672,125.45342254638672,0.006386104039847851,27820
Step-4,103,123.70342254638672,126.70342254638672,0.006386104039847851,27820
Step-4,104,124.95342254638672,127.95342254638672,0.006386104039847851,27820
Step-4,105,126.20342254638672,129.20342254638672,0.006878404878079891,27820
Step-4,106,127.45342254638672,130.45342254638672,0.006878404878079891,27820
Step-4,107,128.70343017578125,131.70343017578125,0.006930655334144831,27820
Step-4,108,129.95343017578125,132.95343017578125,0.006930655334144831,27820
Step-4,109,131.20343017578125,134.20343017578125,0.006930655334144831,27820
Step-4,110,132.45343017578125,135.45343017578125,0.006965467240661383,27820
Step-4,111,133.70343017578125,136.70343017578125,0.006965467240661383,27820
Step-4,112,134.95343017578125,137.95343017578125,0.007275391835719347,27820
Step-4,113,136.20343017578125,139.20343017578125,0.007305691950023174,27820
Step-4,114,137.45343017578125,140.45343017578125,0.007305691950023174,27820
Step-4,115,138.70343017578125,141.70343017578125,0.007358594331890345,27820
Step-4,116,139.95343017578125,142.95343017578125,0.007358594331890345,27820
Step-4,117,141.20343017578125,144.20343017578125,0.007358594331890345,27820
Step-4,118,142.45343017578125,145.45343017578125,0.007393851410597563,27820
Step-4,119,143.70343017578125,146.70343017578125,0.007393851410597563,27820
Step-4,120,144.95343017578125,147.95343017578125,0.007393851410597563,27820
Step-4,121,146.20343017578125,149.20343017578125,0.007393851410597563,27820
Step-4,122,147.45343017578125,150.45343017578125,0.007859135046601295,27820
Step-4,123,148.70343017578125,151.70343017578125,0.007890623062849045,27820
Step-4,124,149.95343017578125,152.95343017578125,0.007890623062849045,27820
Step-4,125,151.20343017578125,154.20343017578125,0.007947834208607674,27820
Step-4,126,152.45343017578125,155.45343017578125,0.007947834208607674,27820
Step-4,127,153.70343017578125,156.70343017578125,0.007947834208607674,27820
Step-4,128,154.95343017578125,157.95343017578125,0.007984859868884087,27820
Step-4,129,156.20343017578125,159.20343017578125,0.008286709897220135,27820
Step-4,130,157.45343017578125,160.45343017578125,0.008320014923810959,27820
Step-4,131,158.70343017578125,161.70343017578125,0.008320014923810959,27820
Step-4,132,159.95343017578125,162.95343017578125,0.008320014923810959,27820
Step-4,133,161.20343017578125,164.20343017578125,0.008383643813431263,27820
Step-4,134,162.45343017578125,165.45343017578125,0.008383643813431263,27820
Step-4,135,163.70343017578125,166.70343017578125,0.008383643813431263,27820
Step-4,136,164.95343017578125,167.95343017578125,0.00842376984655857,27820
Step-4,137,166.20343017578125,169.20343017578125,0.00842376984655857,27820
Step-4,138,167.45343017578125,170.45343017578125,0.00842376984655857,27820
Step-4,139,168.70343017578125,171.70343017578125,0.008871129713952541,27820
Step-4,140,169.95343017578125,172.95343017578125,0.008908210322260857,27820
Step-4,141,171.20343017578125,174.20343017578125,0.008908210322260857,27820
Step-4,142,172.45343017578125,175.45343017578125,0.008908210322260857,27820
Step-4,143,173.70343017578125,176.70343017578125,0.0089850639924407,27820
Step-4,144,174.95343017578125,177.95343017578125,0.0089850639924407,27820
Step-4,145,176.20343017578125,179.20343017578125,0.0089850639924407,27820
Step-4,146,177.45343017578125,180.45343017578125,0.009031892754137516,27820
Step-4,147,178.70343017578125,181.70343017578125,0.009338500909507275,27820
Step-4,148,179.95343017578125,182.95343017578125,0.009338500909507275,27820
Step-4,149,181.20343017578125,184.20343017578125,0.009338500909507275,27820
Step-4,150,182.45343017578125,185.45343017578125,0.009424233809113503,27820
Step-4,151,183.70343017578125,186.70343017578125,0.009424233809113503,27820
Step-4,152,184.95343017578125,187.95343017578125,0.009424233809113503,27820
Step-4,153,186.20343017578125,189.20343017578125,0.009424233809113503,27820
Step-4,154,187.45343017578125,190.45343017578125,0.009475973434746265,27820
Step-4,155,188.70343017578125,191.70343017578125,0.009475973434746265,27820
Step-4,156,189.95343017578125,192.95343017578125,0.009475973434746265,27820
Step-4,157,191.20343017578125,194.20343017578125,0.009925889782607555,27820
Step-4,158,192.45343017578125,195.45343017578125,0.009925889782607555,27820
Step-4,159,193.70343017578125,196.70343017578125,0.009925889782607555,27820
Step-4,160,194.95343017578125,197.95343017578125,0.009925889782607555,27820
Step-4,161,196.20343017578125,199.20343017578125,0.010022648610174656,27820
Step-4,162,197.45343017578125,200.45343017578125,0.010022648610174656,27820
Step-4,163,198.70343017578125,201.70343017578125,0.010022648610174656,27820
Step-4,164,199.95343017578125,202.95343017578125,0.010313951410353184,27820
Step-4,165,201.20343017578125,204.20343017578125,0.010356446728110313,27820
Step-4,166,202.45343017578125,205.45343017578125,0.010356446728110313,27820
Step-4,167,203.70343017578125,206.70343017578125,0.010356446728110313,27820
Step-4,168,204.95343017578125,207.95343017578125,0.010462794452905655,27820
Step-4,169,206.20343017578125,209.20343017578125,0.010462794452905655,27820
Step-4,170,207.45343017578125,210.45343017578125,0.010462794452905655,27820
Step-4,171,208.70343017578125,211.70343017578125,0.010462794452905655,27820
Step-4,172,209.95343017578125,212.95343017578125,0.010532364249229431,27820
Step-4,173,211.20343017578125,214.20343017578125,0.010532364249229431,27820
Step-4,174,212.45343017578125,215.45343017578125,0.01089982409030199,27820
Step-4,175,213.70343017578125,216.70343017578125,0.010945355519652367,27820
Step-4,176,214.95343017578125,217.95343017578125,0.010945355519652367,27820
Step-4,177,216.20343017578125,219.20343017578125,0.010945355519652367,27820
Step-4,178,217.45343017578125,220.45343017578125,0.011066872626543045,27820
Step-4,179,218.70343017578125,221.70343017578125,0.011066872626543045,27820
Step-4,180,219.95343017578125,222.95343017578125,0.011066872626543045,27820
Step-4,181,221.20343017578125,224.20343017578125,0.011328327469527721,27820
Step-4,182,222.45343017578125,225.45343017578125,0.011375144124031067,27820
Step-4,183,223.70343017578125,226.70343017578125,0.011375144124031067,27820
Step-4,184,224.95343017578125,227.95343017578125,0.011375144124031067,27820
Step-4,185,226.20343017578125,229.20343017578125,0.011375144124031067,27820
Step-4,186,227.45343017578125,230.45343017578125,0.011504149064421654,27820
Step-4,187,228.70343017578125,231.70343017578125,0.011504149064421654,27820
Step-4,188,229.95343017578125,232.95343017578125,0.011504149064421654,27820
Step-4,189,231.20343017578125,234.20343017578125,0.011504149064421654,27820
Step-4,190,232.45343017578125,235.45343017578125,0.011608527973294258,27820
Step-4,191,233.70343017578125,236.70343017578125,0.011913142167031765,27820
Step-4,192,234.95343017578125,237.95343017578125,0.011960435658693314,27820
Step-4,193,236.20343017578125,239.20343017578125,0.011960435658693314,27820
Step-4,194,237.45343017578125,240.45343017578125,0.011960435658693314,27820
Step-4,195,238.70343017578125,241.70343017578125,0.012094732373952866,27820
Step-4,196,239.95343017578125,242.95343017578125,0.012094732373952866,27820
Step-4,197,241.20343017578125,244.20343017578125,0.012094732373952866,27820
Step-4,198,242.45343017578125,245.45343017578125,0.012340400367975235,27820
Step-4,199,243.70343017578125,246.70343017578125,0.012388124130666256,27820
Step-4,200,244.95343017578125,247.95343017578125,0.012388124130666256,27820
Step-4,201,246.20343017578125,249.20343017578125,0.012388124130666256,27820
Step-4,202,247.45343017578125,250.45343017578125,0.012388124130666256,27820
Step-4,203,248.70343017578125,251.70343017578125,0.012524185702204704,27820
Step-4,204,249.95343017578125,252.95343017578125,0.012524185702204704,27820
Step-4,205,251.20343017578125,254.20343017578125,0.012524185702204704,27820
Step-4,206,252.45343017578125,255.45343017578125,0.012635388411581516,27820
Step-4,207,253.70343017578125,256.70343017578125,0.012635388411581516,27820
Step-4,208,254.95343017578125,257.95343017578125,0.012922882102429867,27820
Step-4,209,256.20343017578125,259.20343017578125,0.012971306219696999,27820
Step-4,210,257.45343017578125,260.45343017578125,0.012971306219696999,27820
Step-4,211,258.70343017578125,261.70343017578125,0.012971306219696999,27820
Step-4,212,259.95343017578125,262.95343017578125,0.01310689002275467,27820
Step-4,213,261.20343017578125,264.20343017578125,0.01310689002275467,27820
Step-4,214,262.45343017578125,265.45343017578125,0.01310689002275467,27820
Step-4,215,263.70343017578125,266.70343017578125,0.01334881130605936,27820
Step-4,216,264.95343017578125,267.95343017578125,0.013397383503615856,27820
Step-4,217,266.20343017578125,269.20343017578125,0.013397383503615856,27820
Step-4,218,267.45343017578125,270.45343017578125,0.013397383503615856,27820
Step-4,219,268.70343017578125,271.70343017578125,0.013530321419239044,27820
Step-4,220,269.95343017578125,272.95343017578125,0.013530321419239044,27820
Step-4,221,271.20343017578125,274.20343017578125,0.013530321419239044,27820
Step-4,222,272.45343017578125,275.45343017578125,0.013530321419239044,27820
Step-4,223,273.70343017578125,276.70343017578125,0.013629728928208351,27820
Step-4,224,274.95343017578125,277.95343017578125,0.013929992914199829,27820
Step-4,225,276.20343017578125,279.20343017578125,0.013978265225887299,27820
Step-4,226,277.45343017578125,280.45343017578125,0.013978265225887299,27820
Step-4,227,278.70343017578125,281.70343017578125,0.013978265225887299,27820
Step-4,228,279.95343017578125,282.95343017578125,0.013978265225887299,27820
Step-4,229,281.20343017578125,284.20343017578125,0.014104444533586502,27820
Step-4,230,282.45343017578125,285.45343017578125,0.014104444533586502,27820
Step-4,231,283.70343017578125,286.70343017578125,0.014104444533586502,27820
Step-4,232,284.95343017578125,287.95343017578125,0.014403386041522026,27820
Step-4,233,286.20343017578125,289.20343017578125,0.014403386041522026,27820
Step-4,234,287.45343017578125,290.45343017578125,0.014403386041522026,27820
Step-4,235,288.70343017578125,291.70343017578125,0.014403386041522026,27820
Step-4,236,289.95343017578125,292.95343017578125,0.014524318277835846,27820
Step-4,237,291.20343017578125,294.20343017578125,0.014524318277835846,27820
Step-4,238,292.45343017578125,295.45343017578125,0.014524318277835846,27820
Step-4,239,293.70343017578125,296.70343017578125,0.014610033482313156,27820
Step-4,240,294.95343017578125,297.95343017578125,0.014610033482313156,27820
Step-4,241,296.20343017578125,299.20343017578125,0.014935929328203201,27820
Step-4,242,297.45343017578125,300.45343017578125,0.01498396322131157,27820
Step-4,243,298.70343017578125,301.70343017578125,0.01498396322131157,27820
Step-4,244,299.95343017578125,302.95343017578125,0.01498396322131157,27820
Step-4,245,301.20343017578125,304.20343017578125,0.015097319148480892,27820
Step-4,246,302.45343017578125,305.45343017578125,0.015097319148480892,27820
Step-4,247,303.70343017578125,306.70343017578125,0.015097319148480892,27820
Step-4,248,304.95343017578125,307.95343017578125,0.015361380763351917,27820
Step-4,249,306.20343017578125,309.20343017578125,0.015409308485686779,27820
Step-4,250,307.45343017578125,310.45343017578125,0.015409308485686779,27820
Step-4,251,308.70343017578125,311.70343017578125,0.015409308485686779,27820
Step-4,252,309.95343017578125,312.95343017578125,0.015518014319241047,27820
Step-4,253,311.20343017578125,314.20343017578125,0.015518014319241047,27820
Step-4,254,312.45343017578125,315.45343017578125,0.015518014319241047,27820
Step-4,255,313.70343017578125,316.70343017578125,0.015592138282954693,27820
Step-4,256,314.95343017578125,317.95343017578125,0.015592138282954693,27820
Step-4,257,316.20343017578125,319.20343017578125,0.015943054109811783,27820
Step-4,258,317.45343017578125,320.45343017578125,0.015990793704986572,27820
Step-4,259,318.70343017578125,321.70343017578125,0.015990793704986572,27820
Step-4,260,319.95343017578125,322.95343017578125,0.015990793704986572,27820
Step-4,261,321.20343017578125,324.20343017578125,0.016094380989670753,27820
Step-4,262,322.45343017578125,325.45343017578125,0.016094380989670753,27820
Step-4,263,323.70343017578125,326.70343017578125,0.016094380989670753,27820
Step-4,264,324.95343017578125,327.95343017578125,0.016369987279176712,27820
Step-4,265,326.20343017578125,329.20343017578125,0.016416819766163826,27820
Step-4,266,327.45343017578125,330.45343017578125,0.016416819766163826,27820
Step-4,267,328.70343017578125,331.70343017578125,0.016416819766163826,27820
Step-4,268,329.95343017578125,332.95343017578125,0.01651761867105961,27820
Step-4,269,331.20343017578125,334.20343017578125,0.01651761867105961,27820
Step-4,270,332.45343017578125,335.45343017578125,0.01651761867105961,27820
Step-4,271,333.70343017578125,336.70343017578125,0.016584595665335655,27820
Step-4,272,334.95343017578125,337.95343017578125,0.016584595665335655,27820
Step-4,273,336.20343017578125,339.20343017578125,0.016584595665335655,27820
Step-4,274,337.45343017578125,340.45343017578125,0.0169992595911026,27820
Step-4,275,338.70343017578125,341.70343017578125,0.0169992595911026,27820
Step-4,276,339.95343017578125,342.95343017578125,0.0169992595911026,27820
Step-4,277,341.20343017578125,344.20343017578125,0.017097556963562965,27820
Step-4,278,342.45343017578125,345.45343017578125,0.017097556963562965,27820
Step-4,279,343.70343017578125,346.70343017578125,0.017097556963562965,27820
Step-4,280,344.95343017578125,347.95343017578125,0.017163962125778198,27820
Step-4,281,346.20343017578125,349.20343017578125,0.017425328493118286,27820
Step-4,282,347.45343017578125,350.45343017578125,0.017425328493118286,27820
Step-4,283,348.70343017578125,351.70343017578125,0.017425328493118286,27820
Step-4,284,349.95343017578125,352.95343017578125,0.01752096600830555,27820
Step-4,285,351.20343017578125,354.20343017578125,0.01752096600830555,27820
Step-4,286,352.45343017578125,355.45343017578125,0.01752096600830555,27820
Step-4,287,353.70343017578125,356.70343017578125,0.017587736248970032,27820
Step-4,288,354.95343017578125,357.95343017578125,0.017587736248970032,27820
Step-4,289,356.20343017578125,359.20343017578125,0.017587736248970032,27820
Step-4,290,357.45343017578125,360.45343017578125,0.01797155663371086,27820
Step-4,291,358.70343017578125,361.70343017578125,0.018006937578320503,27820
Step-4,292,359.95343017578125,362.95343017578125,0.018006937578320503,27820
Step-4,293,361.20343017578125,364.20343017578125,0.018097804859280586,27820
Step-4,294,362.45343017578125,365.45343017578125,0.018097804859280586,27820
Step-4,295,363.70343017578125,366.70343017578125,0.018097804859280586,27820
Step-4,296,364.95343017578125,367.95343017578125,0.018166139721870422,27820
Step-4,297,366.20343017578125,369.20343017578125,0.018431616947054863,27820
Step-4,298,367.45343017578125,370.45343017578125,0.018431616947054863,27820
Step-4,299,368.70343017578125,371.70343017578125,0.018431616947054863,27820
Step-4,300,369.95343017578125,372.95343017578125,0.018516022711992264,27820
Step-4,301,371.20343017578125,374.20343017578125,0.018516022711992264,27820
Step-4,302,372.45343017578125,375.45343017578125,0.018516022711992264,27820
Step-4,303,373.70343017578125,376.70343017578125,0.018582260236144066,27820
Step-4,304,374.95343017578125,377.95343017578125,0.018582260236144066,27820
Step-4,305,376.20343017578125,379.20343017578125,0.018582260236144066,27820
Step-4,306,377.45343017578125,380.45343017578125,0.019010258838534355,27820
Step-4,307,378.70343017578125,381.70343017578125,0.019010258838534355,27820
Step-4,308,379.95343017578125,382.95343017578125,0.019010258838534355,27820
Step-4,309,381.20343017578125,384.20343017578125,0.019081788137555122,27820
Step-4,310,382.45343017578125,385.45343017578125,0.019081788137555122,27820
Step-4,311,383.70343017578125,386.70343017578125,0.019081788137555122,27820
Step-4,312,384.95343017578125,387.95343017578125,0.019140729680657387,27820
Step-4,313,386.20343017578125,389.20343017578125,0.019434433430433273,27820
Step-4,314,387.45343017578125,390.45343017578125,0.019434433430433273,27820
Step-4,315,388.70343017578125,391.70343017578125,0.019437694922089577,27820
Step-4,316,389.95343017578125,392.95343017578125,0.019498128443956375,27820
Step-4,317,391.20343017578125,394.20343017578125,0.019498128443956375,27820
Step-4,318,392.45343017578125,395.45343017578125,0.01955154910683632,27820
Step-4,319,393.70343017578125,396.70343017578125,0.01955154910683632,27820
Step-4,320,394.95343017578125,397.95343017578125,0.01955154910683632,27820
Step-4,321,396.20343017578125,399.20343017578125,0.01955154910683632,27820
Step-4,322,397.45343017578125,400.45343017578125,0.02001466415822506,27820
Step-4,323,398.70343017578125,401.70343017578125,0.02001466415822506,27820
Step-4,324,399.95343017578125,402.95343017578125,0.020069830119609833,27820
Step-4,325,401.20343017578125,404.20343017578125,0.020069830119609833,27820
Step-4,326,402.45343017578125,405.45343017578125,0.020069830119609833,27820
Step-4,327,403.70343017578125,406.70343017578125,0.020115455612540245,27820
Step-4,328,404.95343017578125,407.95343017578125,0.020115455612540245,27820
Step-4,329,406.20343017578125,409.20343017578125,0.020440053194761276,27820
Step-4,330,407.45343017578125,410.45343017578125,0.020440053194761276,27820
Step-4,331,408.70343017578125,411.70343017578125,0.02049069106578827,27820
Step-4,332,409.95343017578125,412.95343017578125,0.02049069106578827,27820
Step-4,333,411.20343017578125,414.20343017578125,0.020531920716166496,27820
Step-4,334,412.45343017578125,415.45343017578125,0.020531920716166496,27820
Step-4,335,413.70343017578125,416.70343017578125,0.020531920716166496,27820
Step-4,336,414.95343017578125,417.95343017578125,0.020531920716166496,27820
Step-4,337,416.20343017578125,419.20343017578125,0.020531920716166496,27820
Step-4,338,417.45343017578125,420.45343017578125,0.021022001281380653,27820
Step-4,339,418.70343017578125,421.70343017578125,0.021022001281380653,27820
Step-4,340,419.95343017578125,422.95343017578125,0.021068787202239037,27820
Step-4,341,421.20343017578125,424.20343017578125,0.021068787202239037,27820
Step-4,342,422.45343017578125,425.45343017578125,0.021105805411934853,27820
Step-4,343,423.70343017578125,426.70343017578125,0.021105805411934853,27820
Step-4,344,424.95343017578125,427.95343017578125,0.021105805411934853,27820
Step-4,345,426.20343017578125,429.20343017578125,0.021447980776429176,27820
Step-4,346,427.45343017578125,430.45343017578125,0.02146623469889164,27820
Step-4,347,428.70343017578125,431.70343017578125,0.021491840481758118,27820
Step-4,348,429.95343017578125,432.95343017578125,0.021491840481758118,27820
Step-4,349,431.20343017578125,434.20343017578125,0.0215255506336689,27820
Step-4,350,432.45343017578125,435.45343017578125,0.0215255506336689,27820
Step-4,351,433.70343017578125,436.70343017578125,0.0215255506336689,27820
Step-4,352,434.95343017578125,437.95343017578125,0.0215255506336689,27820
Step-4,353,436.20343017578125,439.20343017578125,0.021573785692453384,27820
Step-4,354,437.45343017578125,440.45343017578125,0.02202981896698475,27820
Step-4,355,438.70343017578125,441.70343017578125,0.022069547325372696,27820
Step-4,356,439.95343017578125,442.95343017578125,0.022069547325372696,27820
Step-4,357,441.20343017578125,444.20343017578125,0.022069547325372696,27820
Step-4,358,442.45343017578125,445.45343017578125,0.02209843322634697,27820
Step-4,359,443.70343017578125,446.70343017578125,0.02209843322634697,27820
Step-4,360,444.95343017578125,447.95343017578125,0.022455735132098198,27820
Step-4,361,446.20343017578125,449.20343017578125,0.022455735132098198,27820
Step-4,362,447.45343017578125,450.45343017578125,0.022492380812764168,27820
Step-4,363,448.70343017578125,451.70343017578125,0.022492380812764168,27820
Step-4,364,449.95343017578125,452.95343017578125,0.022518187761306763,27820
Step-4,365,451.20343017578125,454.20343017578125,0.022518187761306763,27820
Step-4,366,452.45343017578125,455.45343017578125,0.022518187761306763,27820
Step-4,367,453.70343017578125,456.70343017578125,0.022518187761306763,27820
Step-4,368,454.95343017578125,457.95343017578125,0.022552043199539185,27820
Step-4,369,456.20343017578125,459.20343017578125,0.023037521168589592,27820
Step-4,370,457.45343017578125,460.45343017578125,0.023037521168589592,27820
Step-4,371,458.70343017578125,461.70343017578125,0.02306988090276718,27820
Step-4,372,459.95343017578125,462.95343017578125,0.02306988090276718,27820
Step-4,373,461.20343017578125,464.20343017578125,0.023092100396752357,27820
Step-4,374,462.45343017578125,465.45343017578125,0.023092100396752357,27820
Step-4,375,463.70343017578125,466.70343017578125,0.023092100396752357,27820
Step-4,376,464.95343017578125,467.95343017578125,0.023463640362024307,27820
Step-4,377,466.20343017578125,469.20343017578125,0.023493463173508644,27820
Step-4,378,467.45343017578125,470.45343017578125,0.023493463173508644,27820
Step-4,379,468.70343017578125,471.70343017578125,0.023493463173508644,27820
